block_number,experimental_condition,condition_id,task_type,task_id,response_1,reaction_time_1,response_2,reaction_time_2,response_3,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence (self-perceived),participant_identification
2,F,F9,Insight,I6,correct,39.1750842,hij kqn braille,22.0721498,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
3,DFU,DFU2,Insight,I1,correct,33.3661275,hij stond op het onderste trapje,31.0780527,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
3,DFU,DFU1,Insight,I12,correct,28.9109142,lucht,22.3532522,7,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
3,DFU,DFU5,RAT,R3,correct,34.6079673,driller,13.1972043,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
3,DFU,DFU8,RAT,R7,correct,64.9582637,No Response,0.0232468,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
4,F,F6,Insight,I7,correct,32.8961262,jezus zijn,15.4353854,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
4,F,F2,RAT,R2,correct,37.2198775,kaasboer,13.9819039,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
4,F,F7,RAT,R1,incorrect,35.3613665,bal,11.0378792,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
4,F,F4,Insight,I5,correct,30.3100548,No Response,8.9911554,1,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
5,F,F12,RAT,R8,correct,28.3861029,rook,14.3521968,1,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
5,F,F3,RAT,R4,incorrect,26.9966819,No Response,4.7390097,7,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
5,F,F11,RAT,R12,correct,26.7044533,water,20.0062617,7,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
5,F,F10,Insight,I4,correct,25.5673608,No Response,0.0202864,7,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
6,DFU,DFU6,Insight,I2,correct,64.9088088,een  vqlse wereld,33.3381954,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
6,DFU,DFU12,RAT,R5,correct,43.5290253,vishengel,11.8358203,7,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
6,DFU,DFU3,RAT,R10,correct,22.5421757,hondenkar,13.5700774,7,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
6,DFU,DFU10,RAT,R9,correct,37.1268227,brooddoos,11.8850266,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
1,F,F9,Insight,I1,correct,45.5236392,hij is een freerunner in zijn vrije tijd,50.9197863,1,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
1,F,F6,Insight,I5,correct,-29.706694,een ballistische raket,58.724913,7,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
1,F,F5,RAT,R3,correct,67.3618211,No Response,20.0135609,4,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
1,F,F8,Insight,I3,incorrect,65.0816073,vertrouwen,12.9909725,1,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
2,DFU,DFU4,RAT,R4,correct,49.0785329,speelplein,14.5213869,4,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
2,DFU,DFU11,Insight,I4,correct,38.6313413,geduld,83.4101999,4,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
2,DFU,DFU7,RAT,R11,correct,38.9573668,tolbrug,16.1699714,7,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
2,DFU,DFU12,Insight,I2,correct,40.6513171,een maquette,53.4326392,1,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
3,F,F11,Insight,I10,incorrect,44.5872205,geen idee maar  22-,120.0160404,1,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
3,F,F2,RAT,R8,correct,59.7918965,stoom,9.2195773,4,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
3,F,F7,RAT,R7,incorrect,44.9263833,mot,11.0722995,1,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
3,F,F10,RAT,R5,correct,43.1967963,overstroming,14.8676772,7,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
4,DFU,DFU2,Insight,I6,correct,47.3801375,infrarood,22.9496425,4,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
4,DFU,DFU8,Insight,I8,correct,36.329953,Coach>Hem>ruben>marit,105.0667241,1,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
4,DFU,DFU9,RAT,R2,correct,48.5693015,nederland,16.6293226,4,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
4,DFU,DFU5,RAT,R6,correct,44.3715994,deur,11.686769,1,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
5,DFU,DFU6,RAT,R10,incorrect,32.3956184,aanrijding,13.6682731,1,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
5,DFU,DFU10,RAT,R12,correct,35.4841892,afwas,16.1710732,7,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
5,DFU,DFU1,Insight,I9,correct,34.4237931,"zou ik niet weten, ik ben geen verzamelaar en dit is iets zeer specifiek",55.9238604,1,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
5,DFU,DFU3,Insight,I11,correct,46.0787582,een lift,17.7991791,4,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
6,F,F4,RAT,R9,incorrect,42.5626369,uitstapje,17.2872011,1,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
6,F,F1,RAT,R1,correct,42.3280067,date,8.9316946,7,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
6,F,F12,Insight,I7,incorrect,38.7652642,door jezus te zijn,34.8883626,7,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
6,F,F3,Insight,I12,incorrect,31.3122094,vuur,23.8163201,7,20,X,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
1,F,F7,RAT,R9,No Response,90,voorwerpen,17.4296198,4,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
1,F,F3,RAT,R11,incorrect,-163.8004307,No Response,0.0211335,7,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
1,F,F2,RAT,R1,incorrect,51.4395578,No Response,0.0160925,1,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
1,F,F10,RAT,R10,correct,83.8209972,lijband,16.7723138,4,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
2,F,F11,Insight,I9,correct,52.2955425,Omdat de  keizer en het jaartal niet overeenkwamen,87.4010006,1,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
2,F,F9,Insight,I4,incorrect,57.0346734,de letter m,32.1747969,1,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
2,F,F1,Insight,I6,correct,38.89562,hij heeft een nachtbril op,62.6887918,7,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
2,F,F6,Insight,I10,incorrect,58.5137786,je laat eerst de ene volledig overlopen en dan stop je wanneer de tweede ongeveer over de helft is,120.0124732,4,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
3,DFU,DFU3,RAT,R2,correct,32.1196411,boer,14.4873696,1,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
3,DFU,DFU10,Insight,I1,correct,52.1969709,hij stond nog op de onderste trede van de ladder toen die viel,64.7885647,1,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
3,DFU,DFU6,RAT,R4,correct,45.3262731,No Response,0.0181703,1,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
3,DFU,DFU12,Insight,I7,correct,42.8122803,No Response,82.4859302,4,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
4,DFU,DFU2,Insight,I5,correct,38.0684454,je schaduw,90.2724257,7,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
4,DFU,DFU1,RAT,R8,correct,29.1907608,zuurstof,18.432653,1,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
4,DFU,DFU9,RAT,R7,correct,33.8268836,huis,14.4231844,4,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
4,DFU,DFU5,RAT,R6,correct,27.4501216,living,18.6357185,1,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
5,F,F5,RAT,R12,correct,62.5079302,zwart,17.6903376,4,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
5,F,F4,Insight,I8,incorrect,59.7095676,coach> coach > ruben > marit,93.1121588,1,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
5,F,F8,Insight,I12,incorrect,40.6054292,vuur,16.2675485,7,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
5,F,F12,RAT,R5,incorrect,37.2482777,No Response,20.0026217,1,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
6,DFU,DFU7,Insight,I3,incorrect,29.2426337,vertrouwen,9.5221273,1,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
6,DFU,DFU4,RAT,R3,correct,23.6287993,wintermode,19.3710666,4,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
6,DFU,DFU11,Insight,I2,correct,38.6618913,mieren,21.3584474,4,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
6,DFU,DFU8,Insight,I11,correct,30.8940391,jojo,5.4580905,4,19,X,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
1,F,F2,Insight,I9,correct,72.0782718,misschien was het geen echt brons,101.751927,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
1,F,F3,Insight,I4,incorrect,-48.9918415,No Response,0.0248935,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
1,F,F5,RAT,R10,correct,80.1352827,No Response,20.015452,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
1,F,F12,RAT,R4,incorrect,52.6983643,No Response,20.0059064,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
2,DFU,DFU6,Insight,I6,correct,57.9595018,omdat zijn ogen zich hebben aangepast aan het donker,46.8708272,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
2,DFU,DFU7,RAT,R7,correct,39.7544559,boek,9.6203226,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
2,DFU,DFU9,Insight,I2,correct,27.8610955,No Response,30.9084912,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
2,DFU,DFU4,RAT,R9,correct,26.4292844,boterham,7.5567262,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
3,DFU,DFU2,Insight,I12,correct,29.4031715,No Response,52.9327871,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
3,DFU,DFU1,Insight,I11,correct,22.1959565,No Response,48.6896683,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
3,DFU,DFU11,RAT,R5,correct,23.9572454,No Response,20.0058445,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
3,DFU,DFU5,Insight,I10,correct,25.1495102,No Response,80.0153593,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
4,DFU,DFU10,Insight,I1,correct,22.5766453,No Response,51.6726451,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
4,DFU,DFU3,RAT,R12,correct,47.5122242,steenkool,10.8991246,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
4,DFU,DFU8,RAT,R3,correct,30.521101,No Response,20.0058117,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
4,DFU,DFU12,RAT,R2,correct,27.842297,nederland,6.6568607,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
5,F,F7,Insight,I7,incorrect,46.1921043,wanneer het bevrozen is,18.8533497,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
5,F,F9,RAT,R6,correct,48.0141423,No Response,20.0054633,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
5,F,F11,RAT,R1,incorrect,51.0252081,cocktail,17.4884617,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
5,F,F8,RAT,R11,incorrect,34.1481886,weegschaal,10.0348299,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
6,F,F6,Insight,I5,correct,39.8854431,No Response,42.4727368,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
6,F,F10,Insight,I3,incorrect,38.2960915,licht,9.8701378,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
6,F,F4,Insight,I8,correct,19.7754249,Ruben > marit,119.3304313,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
6,F,F1,RAT,R8,correct,49.4024041,No Response,20.0036247,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
1,DFU,DFU4,Insight,I4,incorrect,65.9704291,een halve minuut,101.8306409,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
1,DFU,DFU7,Insight,I1,incorrect,-17.2796274,No Response,0.0195646,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
1,DFU,DFU5,RAT,R4,incorrect,63.3111774,valenoel,20.0079177,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
1,DFU,DFU3,Insight,I12,correct,78.5888714,vuur,44.6204915,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
2,F,F7,RAT,R11,incorrect,48.6462429,controlegezicht,20.0006943,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
2,F,F9,RAT,R2,correct,67.7435219,kaaslandhuis,20.0139636,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
2,F,F10,RAT,R12,correct,59.2928782,haart,20.0010923,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
2,F,F5,Insight,I10,correct,28.749001,2 keer die van 7 en dan nog 1 min van 11,83.9008473,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
3,F,F2,Insight,I3,correct,48.8698696,een hart,25.2991682,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
3,F,F8,Insight,I6,correct,56.4440503,doordat de letters licht geven,29.2997521,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
3,F,F1,Insight,I9,incorrect,52.0726562,toen bestonden er nog geen munten,42.8062631,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
3,F,F6,RAT,R9,correct,57.2641592,brooddoos,18.6806903,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
4,DFU,DFU1,RAT,R10,correct,42.7907771,lijband,16.767611,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
4,DFU,DFU2,RAT,R6,correct,41.6575046,No Response,0.0141352,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
4,DFU,DFU8,RAT,R7,incorrect,39.956968,houtwor,20.0007516,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
4,DFU,DFU9,Insight,I11,correct,42.8217708,de zon,42.6023512,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
5,DFU,DFU10,Insight,I8,incorrect,67.8726953,"hem, 
de coach, ruben, marit",112.9700795,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
5,DFU,DFU11,Insight,I2,correct,28.3310791,de woestijn,45.7392858,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
5,DFU,DFU6,RAT,R8,correct,33.7401965,dampkap,16.9025077,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
5,DFU,DFU12,RAT,R3,correct,38.1863746,No Response,20.0161083,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
6,F,F3,Insight,I7,correct,48.2978137,over ijs,29.1038468,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
6,F,F11,RAT,R5,correct,30.8958585,mijn gele vis,15.7120602,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
6,F,F12,Insight,I5,correct,40.7521444,een piloot,40.1018274,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
6,F,F4,RAT,R1,correct,39.1099381,kruk,18.5522898,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
1,F,F3,Insight,I8,incorrect,54.5032333,"ruben, marit, Hem, Hij",97.7507251,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
1,F,F8,RAT,R8,incorrect,64.4737288,stoom,18.7316021,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
1,F,F4,RAT,R1,correct,59.2579259,avond,20.0018859,1,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
1,F,F7,RAT,R2,incorrect,33.6953708,Nederland,11.1286595,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
2,F,F11,Insight,I7,correct,44.5406545,onmogelijk,53.606379,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
2,F,F12,Insight,I9,correct,52.0895321,geen idee,63.6113164,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
2,F,F9,Insight,I3,incorrect,33.2000001,een hart,14.8751029,1,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
2,F,F10,RAT,R6,correct,29.9125992,huis,15.8879914,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
3,DFU,DFU2,Insight,I6,correct,50.7727161,hij leest gedachten,16.1379891,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
3,DFU,DFU7,Insight,I2,incorrect,26.613187,leegte,61.8199783,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
3,DFU,DFU10,RAT,R5,incorrect,26.8316179,fishtick,19.8020348,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
3,DFU,DFU11,Insight,I10,correct,51.6274187,1keer 7 en dan 11 ond,120.0086034,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
4,DFU,DFU6,Insight,I5,incorrect,28.3835348,No Response,39.5737074,3,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
4,DFU,DFU8,RAT,R9,correct,29.6137234,boter,16.2176014,3,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
4,DFU,DFU12,RAT,R10,incorrect,28.8431514,No Response,0.022678,3,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
4,DFU,DFU3,RAT,R12,correct,37.253263,No Response,20.0063566,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
5,DFU,DFU5,RAT,R3,correct,26.4230111,accesoires,14.7054707,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
5,DFU,DFU9,Insight,I1,correct,26.2050909,hij stond niet op de bovenste trede,23.1488087,6,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
5,DFU,DFU1,Insight,I11,correct,25.2038074,No Response,39.671089,4,18,Vrouw,ASO/doorstroomfinaliteit,6-7 uren,Gemiddeld,f85f7239-9c8b-4b40-9584-553526fad115
